#{"t_start": 1702104075.460168, "env_id": "None"}
r,l,t
9820.0,235,327.340732
1130.0,45,327.364083
1870.0,32,327.384356
710.0,29,327.404844
12820.0,329,327.459123
2020.0,17,327.478791
8810.0,221,327.525543
7040.0,147,327.559437
11110.0,253,327.602961
5770.0,159,327.908101
10890.0,295,327.960378
2120.0,25,327.980377
4550.0,82,328.012814
4610.0,78,328.040515
4300.0,57,328.0656
4540.0,81,328.091264
15000.0,381,328.149519
3360.0,56,328.175715
3290.0,95,328.205965
6830.0,106,328.235286
5710.0,103,328.263517
5600.0,84,328.291609
8650.0,201,328.328032
4160.0,43,328.34756
1850.0,14,328.366843
4980.0,119,328.39971
4680.0,123,328.427446
5840.0,126,328.710318
2230.0,68,328.735392
720.0,20,328.752779
2370.0,56,328.776509
2280.0,53,328.797442
8350.0,183,328.831275
8730.0,172,328.864762
14090.0,429,328.925441
1960.0,39,328.945077
9120.0,193,328.980673
1850.0,48,329.002715
3470.0,67,329.027914
3350.0,69,329.050452
4540.0,95,329.078416
2030.0,24,329.095858
1940.0,39,329.118988
6870.0,164,329.15303
4510.0,78,329.176591
6980.0,151,329.465564
2160.0,33,329.487973
2030.0,36,329.508186
5690.0,101,329.536386
8810.0,209,329.573626
6310.0,149,329.604657
2020.0,17,329.622615
8180.0,228,329.665562
2420.0,63,329.687138
3670.0,91,329.711597
4800.0,101,329.737257
8870.0,233,329.776848
6970.0,150,329.807771
7400.0,189,329.843593
1940.0,65,329.865835
14180.0,360,329.919635
4460.0,81,330.206159
2400.0,67,330.232622
7430.0,224,330.27325
1950.0,8,330.28908
4570.0,74,330.317963
3410.0,61,330.341511
6760.0,101,330.370496
6090.0,127,330.399262
11810.0,218,330.438052
13220.0,266,330.482019
720.0,20,330.499347
4760.0,149,330.538119
5730.0,93,330.564569
10320.0,315,330.613163
8430.0,171,330.64984
3200.0,36,330.671243
2180.0,43,330.948581
7680.0,156,330.983398
2110.0,26,331.004001
3190.0,69,331.030678
11900.0,269,331.074448
7420.0,108,331.101459
4230.0,64,331.123107
2150.0,32,331.141287
3050.0,73,331.168155
9760.0,227,331.209113
6570.0,88,331.23398
6760.0,103,331.26044
3360.0,68,331.283728
2990.0,73,331.307703
4590.0,108,331.335097
11410.0,299,331.381997
9650.0,190,331.418131
2120.0,27,331.442323
8400.0,182,331.746417
7090.0,194,331.788043
16440.0,305,331.836096
2050.0,24,331.853986
17080.0,369,331.915825
7050.0,140,331.950199
2150.0,40,331.970904
3320.0,54,331.99288
10900.0,234,332.033313
6060.0,144,332.063552
6260.0,57,332.084705
2050.0,24,332.103656
5750.0,111,332.135091
4900.0,139,332.164891
5880.0,110,332.448413
2160.0,43,332.47104
9620.0,271,332.516191
2050.0,52,332.540973
10540.0,228,332.583456
6030.0,121,332.614333
11120.0,262,332.658575
2070.0,32,332.676964
4620.0,101,332.708877
2170.0,30,332.728075
2140.0,29,332.747138
5660.0,180,332.784132
6610.0,92,332.809724
3070.0,27,332.827666
2110.0,30,332.847625
5830.0,129,332.878953
2120.0,31,332.900219
1170.0,35,332.922014
4630.0,78,332.946906
9070.0,140,332.979343
6720.0,111,333.009757
11220.0,304,333.313547
2200.0,35,333.336704
4600.0,77,333.363316
12050.0,258,333.41069
4670.0,132,333.441857
6330.0,175,333.478807
5900.0,114,333.510748
3320.0,62,333.535562
2460.0,103,333.564856
9490.0,266,333.612142
6060.0,136,333.647711
2050.0,24,333.667593
4670.0,84,333.700253
4510.0,84,333.730389
10250.0,302,334.043625
7550.0,198,334.084686
4570.0,82,334.113519
3190.0,59,334.139942
3260.0,42,334.165175
11650.0,238,334.209539
10040.0,150,334.245961
8990.0,130,334.282283
2170.0,30,334.308976
4270.0,96,334.340795
10290.0,161,334.37922
4660.0,119,334.413482
9560.0,191,334.452575
17590.0,407,334.515183
7170.0,182,334.834059
3550.0,87,334.863489
7710.0,121,334.895206
3300.0,44,334.920037
11700.0,227,334.964579
8830.0,211,335.005816
780.0,48,335.029402
6490.0,76,335.056147
3400.0,72,335.081085
2120.0,29,335.100774
6990.0,120,335.132465
4330.0,50,335.158225
3410.0,69,335.183465
7060.0,149,335.217669
2130.0,26,335.237364
3250.0,49,335.262226
2210.0,34,335.284409
2380.0,57,335.309812
5590.0,85,335.335689
2090.0,28,335.355253
8780.0,139,335.391775
2100.0,47,335.416015
3540.0,84,335.445398
14900.0,345,335.767733
9380.0,211,335.809066
2010.0,40,335.832332
7180.0,165,335.871871
2020.0,43,335.896419
2090.0,26,335.916888
2240.0,37,335.937926
720.0,20,335.960343
6950.0,132,335.991272
4330.0,60,336.015618
7780.0,100,336.042761
7050.0,138,336.075301
7680.0,197,336.114545
3150.0,31,336.136003
2040.0,47,336.161063
10200.0,238,336.203326
6990.0,170,336.242431
6270.0,163,336.539068
1920.0,21,336.560793
2030.0,42,336.587356
7580.0,209,336.629597
4320.0,61,336.655595
4830.0,118,336.684938
1110.0,43,336.706181
13600.0,298,336.757812
2130.0,28,336.779749
6860.0,123,336.81514
8380.0,180,336.851457
7160.0,141,336.885046
9350.0,222,336.926017
2250.0,40,336.948193
4700.0,91,336.977716
2110.0,36,337.002496
3480.0,66,337.03041
4730.0,98,337.057585
4400.0,61,337.084751
3410.0,95,337.111914
7360.0,179,337.413167
5450.0,81,337.442905
4430.0,58,337.466146
6670.0,140,337.500326
6360.0,176,337.538563
3110.0,95,337.566213
5950.0,129,337.598259
3350.0,71,337.623226
14480.0,309,337.673422
5930.0,135,337.705982
13400.0,356,337.764388
3600.0,138,337.798116
3150.0,49,337.821467
8360.0,170,338.121955
4440.0,61,338.148768
2050.0,24,338.168208
2170.0,30,338.193442
2130.0,28,338.218354
5750.0,103,338.246755
3180.0,44,338.268274
3450.0,101,338.295039
1890.0,28,338.318059
4610.0,84,338.348016
3720.0,136,338.380327
4620.0,93,338.411118
1250.0,41,338.436351
2130.0,28,338.458324
2040.0,21,338.479411
13500.0,288,338.531904
7470.0,216,338.571646
8510.0,179,338.606507
9940.0,241,338.647758
4670.0,92,338.673653
6260.0,186,338.708327
5900.0,122,338.992115
16620.0,323,339.04562
4760.0,93,339.075504
7980.0,128,339.104237
2100.0,37,339.123111
4900.0,107,339.150255
8850.0,124,339.179989
2110.0,30,339.200142
6900.0,153,339.235933
8490.0,223,339.274569
3440.0,72,339.297514
4780.0,101,339.323021
4660.0,87,339.347368
3580.0,76,339.372497
9520.0,191,339.407778
9740.0,215,339.700653
2220.0,35,339.722358
3840.0,100,339.751973
9620.0,205,339.789737
3050.0,23,339.808741
8010.0,155,339.847371
5020.0,151,339.881587
4370.0,70,339.905282
720.0,20,339.9226
5650.0,85,339.950527
5540.0,94,339.976176
13000.0,248,340.01809
4320.0,51,340.040055
5680.0,120,340.069089
4810.0,104,340.095313
4360.0,59,340.116725
3180.0,72,340.142164
2140.0,29,340.162174
3380.0,64,340.184732
940.0,22,340.203464
2080.0,23,340.225525
4600.0,91,340.25482
8850.0,217,340.551098
2070.0,28,340.573216
2040.0,35,340.59316
3420.0,68,340.619093
14180.0,283,340.665261
12700.0,407,340.72336
14510.0,302,340.773122
2210.0,34,340.793023
3310.0,47,340.814899
4310.0,52,340.837114
7420.0,183,340.873443
13000.0,250,340.915489
14280.0,321,340.965097
4600.0,119,341.250966
6520.0,127,341.283497
2110.0,26,341.304161
1210.0,33,341.326863
9420.0,181,341.363726
18550.0,491,341.43127
2100.0,25,341.449436
4600.0,103,341.481158
4660.0,85,341.505957
6060.0,130,341.534961
3100.0,84,341.561517
3530.0,67,341.584695
4570.0,100,341.61281
4290.0,48,341.636249
6020.0,164,341.671172
4440.0,79,341.696028
2120.0,45,341.715795
4460.0,65,341.743479
3250.0,53,341.765485
6830.0,134,342.051379
6840.0,105,342.081376
6000.0,158,342.114337
4490.0,86,342.139379
3550.0,83,342.165497
5530.0,107,342.193447
3280.0,66,342.216466
3300.0,50,342.240543
7360.0,175,342.274494
7180.0,159,342.306848
7050.0,170,342.340722
4920.0,131,342.369972
4520.0,77,342.393417
3510.0,67,342.416037
19590.0,432,342.480611
6000.0,162,342.772688
6570.0,92,342.801784
9810.0,246,342.843797
4540.0,117,342.872324
4630.0,140,342.90278
9630.0,228,342.942751
3110.0,35,342.962285
7410.0,184,342.998485
2100.0,25,343.01633
4930.0,114,343.048582
4290.0,58,343.070168
2100.0,27,343.089328
14570.0,356,343.14359
19990.0,500,343.470595
7290.0,170,343.513121
9200.0,151,343.550297
7240.0,187,343.588947
8360.0,178,343.626338
5550.0,75,343.652301
3250.0,43,343.674479
7540.0,265,343.720819
12310.0,272,343.770381
3860.0,112,343.802976
3230.0,47,343.82744
2020.0,27,343.850882
6350.0,191,343.890707
8770.0,205,344.196124
4840.0,131,344.231169
5450.0,79,344.257176
10740.0,234,344.299704
3300.0,56,344.32421
4510.0,68,344.35217
3350.0,77,344.378242
4890.0,106,344.406538
2200.0,43,344.428949
2150.0,32,344.450595
2220.0,37,344.470667
2180.0,39,344.492422
11430.0,271,344.537991
4770.0,96,344.567837
17710.0,319,344.619908
11000.0,282,344.670234
2180.0,39,344.695548
4760.0,113,344.726244
3250.0,115,345.016347
2330.0,58,345.043496
11110.0,239,345.090785
4900.0,113,345.123615
2200.0,33,345.14587
5800.0,104,345.176566
13680.0,209,345.217048
6690.0,106,345.251049
2010.0,22,345.270553
4160.0,39,345.296418
2470.0,78,345.322946
10390.0,207,345.364951
12840.0,242,345.409825
3160.0,64,345.434111
2470.0,62,345.457549
9660.0,199,345.498306
4830.0,114,345.527687
2020.0,47,345.550717
9500.0,223,345.852529
7990.0,187,345.894504
5720.0,108,345.926025
4850.0,176,345.961344
9280.0,173,346.000885
1120.0,28,346.022599
1980.0,19,346.043629
4170.0,46,346.068196
3180.0,38,346.089597
4680.0,89,346.115606
6990.0,126,346.1508
5610.0,83,346.179713
8050.0,139,346.213655
1150.0,29,346.237264
4960.0,121,346.272038
2210.0,42,346.298672
6400.0,170,346.336147
4900.0,113,346.369906
6010.0,131,346.405666
6770.0,134,346.716503
2040.0,51,346.747596
3360.0,66,346.774031
11780.0,249,346.823442
9130.0,172,346.862078
14520.0,307,346.915285
11910.0,272,346.966
10850.0,231,347.012139
4410.0,72,347.040538
2090.0,22,347.062025
3700.0,102,347.093953
8220.0,146,347.13215
8180.0,152,347.168355
17860.0,344,347.505995
3590.0,107,347.538879
1130.0,31,347.560928
3560.0,72,347.586331
19250.0,406,347.651801
3200.0,54,347.676067
1050.0,25,347.696
4190.0,40,347.718746
2100.0,25,347.737816
5560.0,96,347.766916
7050.0,130,347.799992
2090.0,34,347.821791
7920.0,122,347.852866
6140.0,148,347.890517
2090.0,26,347.911431
3310.0,77,347.941358
5780.0,106,347.972358
4340.0,51,347.994992
4560.0,79,348.020214
6190.0,161,348.317545
4690.0,94,348.347268
8780.0,234,348.39005
10900.0,230,348.432581
18240.0,422,348.496953
10290.0,239,348.539375
1820.0,91,348.56586
9000.0,294,348.61234
2170.0,34,348.63108
4390.0,66,348.654474
14210.0,306,348.70207
11030.0,235,348.997231
4450.0,86,349.026767
3990.0,34,349.048704
2100.0,33,349.069257
6550.0,92,349.097928
2180.0,31,349.119852
6390.0,159,349.160379
2210.0,38,349.185148
6950.0,150,349.224309
5750.0,93,349.25704
4760.0,113,349.288426
4720.0,99,349.318755
2090.0,36,349.342144
3640.0,86,349.371431
7180.0,141,349.405839
5820.0,122,349.437353
3480.0,62,349.460847
2090.0,26,349.479114
2050.0,22,349.50231
3120.0,44,349.526336
4860.0,113,349.556085
9130.0,245,349.598886
9930.0,238,349.897313
6970.0,152,349.932454
12110.0,274,349.976634
3450.0,59,349.998799
10730.0,201,350.035605
7130.0,140,350.065581
7040.0,123,350.094058
7500.0,187,350.129506
8500.0,182,350.168005
2140.0,31,350.186328
9480.0,223,350.231152
4600.0,83,350.255154
4700.0,93,350.280287
4360.0,61,350.302009
5730.0,111,350.592504
4490.0,80,350.619421
3280.0,66,350.6413
7160.0,149,350.676001
2200.0,39,350.696056
4620.0,81,350.720493
10000.0,235,350.759895
8290.0,262,350.802031
13760.0,324,350.85065
6580.0,77,350.873885
6050.0,145,350.904025
3080.0,48,350.923969
5800.0,140,350.953781
2190.0,54,350.977548
1160.0,36,350.997135
4690.0,86,351.025453
13710.0,311,351.346898
8840.0,117,351.378148
10950.0,265,351.421292
2150.0,28,351.439887
5850.0,159,351.473442
720.0,20,351.490358
5200.0,139,351.523835
2120.0,41,351.543009
11890.0,270,351.587814
7580.0,193,351.622976
4700.0,85,351.646983
2120.0,35,351.665654
3250.0,41,351.68858
6580.0,103,351.717162
2180.0,33,351.735904
3550.0,71,351.760588
12840.0,325,352.064796
7850.0,212,352.105697
3200.0,52,352.126222
5640.0,88,352.15087
9620.0,183,352.184994
8560.0,180,352.218861
7140.0,151,352.249953
18290.0,405,352.307459
3220.0,46,352.327278
11270.0,186,352.362295
1140.0,28,352.37992
720.0,20,352.400163
3780.0,94,352.429737
10270.0,169,352.462392
2150.0,80,352.48566
8590.0,225,352.778684
2090.0,22,352.799323
3280.0,42,352.8233
8270.0,193,352.860312
2170.0,40,352.880293
7810.0,139,352.912659
14490.0,282,352.960486
3220.0,36,352.980453
3260.0,50,353.00286
720.0,20,353.019646
9320.0,203,353.058151
8850.0,227,353.096938
4520.0,71,353.119338
6160.0,146,353.149814
9560.0,223,353.187828
1060.0,32,353.206349
2270.0,40,353.22654
2040.0,19,353.245056
3210.0,37,353.268386
7220.0,187,353.559396
12160.0,265,353.605486
20640.0,379,353.660747
9120.0,161,353.693117
3240.0,46,353.712817
6870.0,118,353.741076
4570.0,84,353.765053
2120.0,33,353.784004
5800.0,100,353.813223
4550.0,96,353.838963
5430.0,81,353.862846
6800.0,115,353.890543
4720.0,91,353.915567
9350.0,174,353.949317
12120.0,255,354.252076
3110.0,37,354.275611
9470.0,216,354.316156
2970.0,39,354.339479
8540.0,200,354.380003
3190.0,59,354.403341
7540.0,189,354.439159
7030.0,142,354.469778
9230.0,212,354.507337
2260.0,39,354.526964
4970.0,122,354.558046
6280.0,152,354.589125
14870.0,410,354.652801
5640.0,120,354.682357
3640.0,112,354.998737
12660.0,224,355.046153
3170.0,41,355.071788
4450.0,86,355.100484
9440.0,284,355.152355
2040.0,19,355.174679
3220.0,40,355.202382
4250.0,56,355.228487
10860.0,220,355.271201
5280.0,64,355.297858
3310.0,57,355.32208
8560.0,119,355.353583
2040.0,27,355.37683
7250.0,176,355.418593
7460.0,183,355.45726
4290.0,82,355.486323
4570.0,76,355.515081
3460.0,88,355.54397
2090.0,22,355.565388
8470.0,191,355.882695
3350.0,49,355.913042
1900.0,37,355.936919
4760.0,117,355.970847
9550.0,220,356.015128
4780.0,117,356.045735
7090.0,176,356.085392
3460.0,66,356.110762
13310.0,333,356.165595
4400.0,89,356.196705
5880.0,110,356.227509
2280.0,49,356.250487
1900.0,33,356.273318
1910.0,74,356.301823
18210.0,425,356.367031
2110.0,26,356.388933
6200.0,158,356.709632
720.0,20,356.734766
2020.0,53,356.763529
4340.0,65,356.789537
4400.0,87,356.817748
5780.0,118,356.850761
8560.0,214,356.89346
9200.0,165,356.930431
12270.0,260,356.978188
6980.0,153,357.0175
1010.0,57,357.042516
2870.0,33,357.064118
16780.0,323,357.118932
7040.0,131,357.154709
5330.0,121,357.187432
2190.0,32,357.210534
4540.0,75,357.241575
2100.0,27,357.263822
2240.0,41,357.288112
4210.0,72,357.590613
4870.0,112,357.622863
2030.0,32,357.6455
5790.0,97,357.676943
2020.0,39,357.699311
5530.0,83,357.728208
12860.0,274,357.780224
770.0,33,357.803574
6930.0,144,357.84052
9680.0,263,357.888375
2510.0,70,357.91528
12460.0,246,357.960524
2080.0,23,357.984145
8700.0,113,358.02018
4690.0,96,358.050901
2050.0,20,358.071592
3510.0,91,358.101234
3970.0,115,358.131685
7920.0,140,358.442846
2010.0,16,358.464527
7110.0,226,358.507481
6680.0,149,358.543523
2100.0,29,358.565576
10530.0,195,358.608668
14210.0,286,358.658658
2670.0,82,358.686439
13220.0,272,358.736353
3900.0,148,358.776153
3490.0,69,358.802465
3400.0,64,358.830366
3280.0,52,358.853829
2120.0,25,358.875533
4960.0,119,358.90763
8490.0,169,358.945602
2230.0,44,358.970641
2050.0,48,358.997211
7210.0,162,359.309162
7010.0,160,359.349435
2260.0,41,359.373785
3350.0,49,359.397116
2300.0,63,359.422402
4240.0,49,359.446343
12810.0,322,359.500126
2410.0,56,359.52685
4810.0,120,359.557154
6110.0,143,359.591097
7230.0,150,359.627431
2050.0,20,359.649985
11050.0,255,359.70122
6940.0,161,359.736979
2230.0,36,359.761154
4550.0,84,359.791249
3460.0,66,359.817505
7040.0,137,359.849636
3260.0,52,360.151603
2280.0,43,360.175633
3190.0,35,360.198842
5500.0,110,360.228728
11410.0,317,360.284054
9050.0,237,360.328166
3280.0,42,360.353239
4480.0,67,360.381256
4550.0,76,360.40766
2020.0,19,360.430452
6980.0,137,360.464159
8230.0,163,360.49991
2130.0,26,360.521461
2190.0,36,360.546766
3440.0,60,360.571723
4570.0,72,360.597657
2070.0,26,360.61856
4620.0,141,360.655616
2140.0,47,360.679196
2240.0,37,360.702824
4690.0,96,360.734343
10680.0,264,361.057354
9950.0,228,361.111203
2220.0,39,361.137287
4190.0,38,361.161615
4460.0,81,361.191363
9670.0,210,361.233975
720.0,20,361.255034
8800.0,127,361.289542
4480.0,85,361.317845
5750.0,99,361.346737
10920.0,232,361.391416
6670.0,148,361.427343
8690.0,217,361.46908
6970.0,118,361.503086
2170.0,34,361.526725
3430.0,59,361.554911
2120.0,25,361.576679
2170.0,30,361.602826
2170.0,36,361.626892
9480.0,181,361.663781
8350.0,169,361.977948
3540.0,74,362.008636
27760.0,562,362.090652
4400.0,59,362.117627
1950.0,38,362.141387
3420.0,62,362.172904
2240.0,43,362.196738
8250.0,157,362.231493
3550.0,75,362.258618
3310.0,115,362.289174
4930.0,108,362.319108
1050.0,43,362.344891
2240.0,41,362.368612
6770.0,108,362.396995
720.0,20,362.417502
3620.0,82,362.447478
2090.0,22,362.467969
2150.0,30,362.493542
4710.0,102,362.524367
4240.0,93,362.55541
1990.0,26,362.577483
5590.0,85,362.885915
5730.0,129,362.922963
11650.0,214,362.965792
2020.0,23,362.987296
2400.0,59,363.019947
3110.0,35,363.045442
5840.0,116,363.077234
2050.0,30,363.099795
10630.0,322,363.157052
4590.0,76,363.187065
7280.0,161,363.222086
15700.0,330,363.275759
12700.0,323,363.328371
4510.0,82,363.353339
8270.0,179,363.64746
2120.0,27,363.668327
720.0,20,363.689275
25930.0,565,363.76562
2090.0,48,363.787458
740.0,44,363.813175
5690.0,151,363.857906
3460.0,74,363.898261
8790.0,122,363.935199
6100.0,142,363.972328
5930.0,159,364.020423
11440.0,201,364.062917
3380.0,60,364.1023
6080.0,136,364.139479
4750.0,114,364.174902
4320.0,73,364.204414
7500.0,191,364.516457
13120.0,294,364.57232
1010.0,41,364.600894
3400.0,70,364.632683
5420.0,235,364.683952
8320.0,174,364.725934
4640.0,87,364.759019
12940.0,244,364.819211
10540.0,216,364.872706
8220.0,150,364.912803
2390.0,74,364.950125
10050.0,256,365.003313
5930.0,149,365.318332
6820.0,99,365.365725
2150.0,30,365.38912
10740.0,212,365.431937
2150.0,32,365.45841
4550.0,112,365.491414
4650.0,80,365.524107
3610.0,109,365.555835
13420.0,302,365.60758
6880.0,115,365.639397
9560.0,187,365.675947
8510.0,199,365.71517
5360.0,94,365.741818
2110.0,32,365.763287
5790.0,103,365.793594
4480.0,159,365.826288
10730.0,243,366.135261
3410.0,123,366.167371
2100.0,23,366.188251
2280.0,67,366.214306
18250.0,431,366.278247
12500.0,186,366.316153
3160.0,68,366.339517
5790.0,109,366.367839
2430.0,78,366.391896
2180.0,35,366.412786
14350.0,312,366.464096
5550.0,89,366.489972
14600.0,325,366.539963
4140.0,39,366.814042
4240.0,51,366.83811
6960.0,145,366.870831
