#{"t_start": 1702104075.460168, "env_id": "None"}
r,l,t
2130.0,28,175.779675
1990.0,26,175.799634
5720.0,158,175.837163
2230.0,64,175.86579
8620.0,210,175.906019
4990.0,120,175.936629
2090.0,28,175.955725
3430.0,97,175.985048
5270.0,146,176.01884
2160.0,43,176.04103
2160.0,51,176.062409
7030.0,136,176.095946
3350.0,51,176.120563
2100.0,23,176.140227
5500.0,84,176.170138
2220.0,37,176.19067
8020.0,174,176.226566
6130.0,147,176.260898
2090.0,24,176.279644
1110.0,35,176.301894
6000.0,130,176.333398
11170.0,267,176.667293
2000.0,17,176.687796
6750.0,250,176.735181
3800.0,100,176.764116
4540.0,79,176.789729
3280.0,44,176.809052
8370.0,199,176.845568
5790.0,115,176.872728
4130.0,46,176.891348
4290.0,64,176.914414
2300.0,49,176.933317
2550.0,82,176.958002
7070.0,156,176.989442
5990.0,127,177.016924
8310.0,241,177.056369
1970.0,74,177.078341
3200.0,104,177.103195
3030.0,57,177.12274
2160.0,43,177.140783
8660.0,240,177.434919
4260.0,73,177.459248
5270.0,57,177.48423
4610.0,120,177.520781
8980.0,183,177.561229
2170.0,38,177.585803
5100.0,159,177.623129
8640.0,206,177.662731
4760.0,131,177.694769
4760.0,155,177.733574
2200.0,37,177.755102
9170.0,190,177.792681
11050.0,255,177.840183
1920.0,27,177.85945
4620.0,113,177.887157
3410.0,75,177.911867
3620.0,94,178.227163
3160.0,34,178.248967
3420.0,66,178.273162
2640.0,79,178.298369
8160.0,222,178.341229
1140.0,38,178.370915
1150.0,37,178.395438
4740.0,105,178.428799
7510.0,200,178.471979
3380.0,78,178.498603
2160.0,29,178.519286
2110.0,32,178.542861
4710.0,98,178.573001
3260.0,48,178.596543
10940.0,308,178.650513
11690.0,304,178.704507
4990.0,150,178.743902
9150.0,190,179.096001
3500.0,84,179.125598
4490.0,92,179.152496
7680.0,98,179.178443
4370.0,80,179.207604
870.0,59,179.231352
2440.0,99,179.258806
7630.0,131,179.291606
3440.0,72,179.319009
2190.0,34,179.338308
6770.0,180,179.37521
4450.0,132,179.408898
2140.0,27,179.434799
2110.0,44,179.460009
3330.0,85,179.490506
10770.0,275,179.537946
16190.0,512,179.6129
4790.0,104,179.931283
4410.0,70,179.959943
5390.0,119,179.993806
5930.0,141,180.032848
3520.0,100,180.064246
4800.0,173,180.104264
6950.0,172,180.143799
4990.0,144,180.182801
10520.0,218,180.227525
3630.0,129,180.260376
2120.0,31,180.282608
10170.0,151,180.318399
3410.0,65,180.343554
1170.0,49,180.36725
4530.0,82,180.397232
3660.0,98,180.428376
2050.0,20,180.450616
9560.0,281,180.794028
2150.0,38,180.815178
2130.0,26,180.835202
4210.0,70,180.865196
5470.0,101,180.892973
2160.0,29,180.912996
6750.0,102,180.941961
6910.0,214,180.981915
2320.0,63,181.005669
4290.0,58,181.02799
4800.0,125,181.059717
7500.0,269,181.104361
4430.0,76,181.132241
1750.0,62,181.155441
4330.0,74,181.179768
4380.0,61,181.203896
2310.0,78,181.231453
1930.0,26,181.252165
3420.0,70,181.277003
7480.0,201,181.321048
10730.0,229,181.665606
9030.0,327,181.725437
3130.0,71,181.755938
3210.0,51,181.780004
1980.0,77,181.807252
3120.0,30,181.828502
-300.0,21,181.850084
5430.0,121,181.884422
5880.0,114,181.915116
4770.0,126,181.947932
1150.0,33,181.968805
4540.0,99,181.997301
3040.0,52,182.022434
10640.0,260,182.07128
6260.0,176,182.112316
3310.0,51,182.139319
2050.0,28,182.160429
2130.0,36,182.182123
1150.0,35,182.203916
6080.0,172,182.241811
2180.0,31,182.266989
4400.0,81,182.298649
5790.0,125,182.624769
11900.0,347,182.688503
1110.0,25,182.711468
3300.0,46,182.735892
5980.0,170,182.771859
8860.0,266,182.820752
10930.0,243,182.869342
7100.0,137,182.906167
9530.0,260,182.953435
3360.0,76,182.981932
4670.0,112,183.013095
6860.0,135,183.047222
9720.0,235,183.386218
2070.0,22,183.410491
3320.0,50,183.438136
6160.0,176,183.478253
2670.0,104,183.511639
2140.0,47,183.536653
7920.0,184,183.577163
4530.0,74,183.607256
4790.0,110,183.637582
6790.0,132,183.675643
6080.0,180,183.716022
3600.0,82,183.743762
2100.0,25,183.763574
2310.0,86,183.795608
10790.0,303,183.852042
2130.0,26,183.875782
2120.0,39,183.902145
1190.0,41,183.92439
2180.0,31,183.94542
4620.0,91,183.974877
3520.0,118,184.00709
5020.0,123,184.354533
2190.0,46,184.381597
8940.0,163,184.417799
2010.0,18,184.442782
2090.0,34,184.467969
5820.0,114,184.504825
5890.0,131,184.539347
4480.0,81,184.567455
3370.0,71,184.594487
9830.0,216,184.63928
13330.0,301,184.694216
2230.0,40,184.716929
5470.0,79,184.747251
8620.0,228,184.792916
4350.0,70,184.82332
3450.0,69,184.848468
4150.0,36,184.872569
4500.0,75,184.899195
5750.0,113,184.930507
5300.0,62,184.95673
1990.0,16,185.284319
4400.0,61,185.314807
4690.0,114,185.347543
5790.0,137,185.380909
4830.0,116,185.413326
8830.0,305,185.46912
4300.0,77,185.499479
3390.0,67,185.527138
9900.0,241,185.573395
5750.0,105,185.603934
8150.0,157,185.642974
3390.0,59,185.671933
5920.0,182,185.711504
2320.0,149,185.749071
4640.0,111,185.781511
5650.0,95,185.809809
2200.0,47,185.833651
2120.0,29,186.148825
4950.0,134,186.181394
2110.0,64,186.205255
2110.0,30,186.227428
720.0,20,186.251777
720.0,20,186.274218
2150.0,36,186.298259
4880.0,123,186.330597
2540.0,77,186.358367
3630.0,105,186.388831
17750.0,337,186.447437
2000.0,15,186.467856
3070.0,31,186.493253
3160.0,32,186.519498
2380.0,83,186.545805
7510.0,196,186.589215
3040.0,58,186.613615
7130.0,202,186.656594
8490.0,191,186.696986
1040.0,28,186.718203
4560.0,79,186.749231
6890.0,142,186.783407
1220.0,34,186.811987
16910.0,414,187.197391
8640.0,224,187.241797
2090.0,24,187.264296
6310.0,191,187.304284
8380.0,214,187.349233
3450.0,77,187.376051
8130.0,191,187.415808
2240.0,69,187.44164
8370.0,219,187.487373
2230.0,56,187.5153
3190.0,41,187.53768
2010.0,30,187.560324
3480.0,84,187.588833
6700.0,113,187.620916
4800.0,103,187.653798
4650.0,98,187.995416
2020.0,49,188.022963
4340.0,69,188.049018
2220.0,39,188.071471
5560.0,239,188.120555
6210.0,227,188.168665
2280.0,51,188.195872
2140.0,31,188.217549
4630.0,124,188.250172
8060.0,218,188.29509
5820.0,132,188.331529
3160.0,44,188.354011
9460.0,201,188.397191
7470.0,228,188.441145
3250.0,65,188.468515
4400.0,67,188.492881
7640.0,233,188.834816
2180.0,93,188.868673
2140.0,51,188.892148
1810.0,28,188.913505
6780.0,143,188.947975
3420.0,84,188.975531
3280.0,62,189.002424
2240.0,37,189.023599
6140.0,168,189.060876
12300.0,305,189.11662
3460.0,72,189.147486
2100.0,27,189.167453
1080.0,52,189.192342
2450.0,70,189.218827
4870.0,132,189.251261
9310.0,226,189.297065
3730.0,101,189.327178
9840.0,253,189.372313
8230.0,177,189.703392
5020.0,165,189.742155
2310.0,48,189.766672
4760.0,115,189.800089
5930.0,149,189.837164
2240.0,51,189.863682
6560.0,200,189.904683
10400.0,190,189.947085
4720.0,89,189.977642
3460.0,118,190.007717
3500.0,68,190.033111
4250.0,52,190.058469
6940.0,147,190.094427
2110.0,48,190.115964
9300.0,163,190.154679
5880.0,146,190.189343
10980.0,145,190.223577
9700.0,215,190.549273
1960.0,29,190.572956
3430.0,63,190.604982
3390.0,71,190.630391
5640.0,114,190.659522
17880.0,473,190.729342
3290.0,51,190.755113
3640.0,104,190.78285
3240.0,48,190.8077
4560.0,103,190.835291
7170.0,188,190.871453
3330.0,101,190.902007
6930.0,148,190.934341
3190.0,37,190.954636
4830.0,102,190.983655
4780.0,97,191.011564
4640.0,103,191.041232
4540.0,89,191.404154
3460.0,82,191.436146
4610.0,98,191.465558
3270.0,141,191.500118
3560.0,74,191.52677
9240.0,187,191.566104
12270.0,302,191.62509
8690.0,205,191.668387
3510.0,85,191.696755
6710.0,128,191.729585
7720.0,106,191.762034
10510.0,213,191.806301
4230.0,92,191.835646
3860.0,138,191.870037
3160.0,76,191.8979
4440.0,87,191.92645
4950.0,148,192.247478
3520.0,84,192.276023
4720.0,95,192.306174
6000.0,130,192.339094
6850.0,184,192.384089
4790.0,142,192.419634
1930.0,36,192.444135
2260.0,59,192.47126
5480.0,70,192.497553
6760.0,175,192.535747
8120.0,168,192.57293
7340.0,167,192.610073
7060.0,145,192.644931
4290.0,48,192.668789
2000.0,25,192.690991
3650.0,109,192.7277
7100.0,213,192.770676
2280.0,75,193.092861
7050.0,130,193.129951
10450.0,251,193.176417
5030.0,160,193.212184
3710.0,91,193.243095
7720.0,118,193.275286
7010.0,186,193.316417
3420.0,124,193.349529
6810.0,180,193.394325
6950.0,160,193.429649
3540.0,110,193.462361
2230.0,38,193.486652
3410.0,65,193.513511
2110.0,32,193.534423
7190.0,170,193.570648
4660.0,87,193.601441
3270.0,49,193.624037
5050.0,134,193.949437
5720.0,100,193.98054
2190.0,42,194.004232
-300.0,21,194.025258
6880.0,145,194.064175
2100.0,55,194.089263
4420.0,115,194.121675
1180.0,30,194.143022
3200.0,86,194.171569
4390.0,66,194.197254
10460.0,234,194.242491
6860.0,111,194.278342
2000.0,23,194.301635
6240.0,186,194.346768
8380.0,228,194.397185
5420.0,122,194.430557
2110.0,34,194.45225
4370.0,68,194.479519
6040.0,166,194.517416
4330.0,68,194.543547
3390.0,59,194.57043
7730.0,228,194.910969
5490.0,129,194.947218
2070.0,22,194.969023
9360.0,217,195.016988
5360.0,175,195.060729
3600.0,112,195.095907
11330.0,180,195.136943
7670.0,171,195.178121
6400.0,198,195.22225
2190.0,40,195.244496
2050.0,20,195.266787
5450.0,91,195.301284
1020.0,44,195.324366
1160.0,28,195.347972
1180.0,32,195.369238
4940.0,167,195.405808
5900.0,156,195.442293
5980.0,144,195.768012
3110.0,33,195.795416
5570.0,125,195.830918
3470.0,65,195.857153
8570.0,215,195.899788
4420.0,63,195.930805
5020.0,139,195.964184
8330.0,197,196.00539
10610.0,233,196.050298
9770.0,222,196.095874
7510.0,192,196.137902
6610.0,102,196.169594
3690.0,115,196.204924
7620.0,182,196.248924
5430.0,83,196.276964
1080.0,30,196.584867
4320.0,67,196.611144
5940.0,124,196.64138
2120.0,35,196.666342
4380.0,87,196.698946
3250.0,49,196.721763
4360.0,69,196.748191
11900.0,269,196.796117
8050.0,147,196.832393
10040.0,247,196.877402
6600.0,254,196.922697
7010.0,166,196.95862
2340.0,65,196.984488
4370.0,88,197.014711
5540.0,100,197.043238
10740.0,216,197.083953
4370.0,72,197.381625
6210.0,153,197.416211
2060.0,23,197.43613
2090.0,26,197.455442
10750.0,299,197.507745
9490.0,210,197.548308
11230.0,315,197.600888
5070.0,128,197.633045
3150.0,35,197.65399
6580.0,196,197.696347
8870.0,227,197.740165
5730.0,105,197.769524
2060.0,79,197.794735
3590.0,91,197.821433
3630.0,97,197.849951
4470.0,80,198.150701
5920.0,120,198.18356
2120.0,33,198.205665
2290.0,64,198.234126
4760.0,107,198.263998
4660.0,99,198.291845
11440.0,378,198.352861
2110.0,34,198.37342
1090.0,57,198.40064
2120.0,31,198.421519
2090.0,28,198.444625
2180.0,33,198.464213
710.0,23,198.487024
5250.0,160,198.525758
7780.0,150,198.559531
2080.0,47,198.58203
7390.0,186,198.619254
3660.0,88,198.646426
2010.0,26,198.668464
5110.0,152,198.702888
3950.0,131,198.734678
3630.0,117,199.038728
5750.0,159,199.074131
2090.0,42,199.09576
6190.0,171,199.133354
3950.0,111,199.165343
8630.0,247,199.20946
8130.0,177,199.246659
3130.0,47,199.26898
2100.0,25,199.28769
5800.0,122,199.320566
3670.0,125,199.351323
2080.0,63,199.374892
3270.0,75,199.40123
2220.0,37,199.420974
3600.0,90,199.448725
5710.0,115,199.479425
4590.0,90,199.506016
8010.0,159,199.540144
5760.0,114,199.570224
3240.0,40,199.867264
11570.0,328,199.92033
13540.0,300,199.973814
3430.0,67,199.99782
4600.0,87,200.024615
4540.0,77,200.053127
6790.0,142,200.085548
4660.0,95,200.113634
1180.0,38,200.133802
4380.0,87,200.162741
1990.0,40,200.18323
6120.0,170,200.220987
3560.0,102,200.251997
5080.0,129,200.285636
11620.0,235,200.328905
9350.0,168,200.653702
4670.0,108,200.685977
3260.0,60,200.708011
15450.0,385,200.771483
9630.0,228,200.816704
2230.0,38,200.838543
2130.0,54,200.865917
4240.0,81,200.892783
3460.0,126,200.923416
6850.0,142,200.958124
3700.0,92,200.987918
4640.0,121,201.021432
3260.0,42,201.046458
-290.0,78,201.073199
4560.0,91,201.101502
13110.0,283,201.153513
1260.0,54,201.178578
2070.0,28,201.515239
10630.0,245,201.560499
3310.0,49,201.583189
4560.0,93,201.61393
4260.0,47,201.63827
8960.0,167,201.677548
6120.0,164,201.717737
6270.0,187,201.757644
2100.0,67,201.782799
5570.0,97,201.82945
4320.0,85,201.858928
2090.0,38,201.882543
2190.0,32,201.911889
5610.0,119,201.947063
2180.0,45,201.973741
9690.0,220,202.017384
1870.0,22,202.037998
12100.0,283,202.090604
3470.0,81,202.117668
-300.0,21,202.450619
2180.0,33,202.47721
3610.0,99,202.509247
11350.0,363,202.565235
3170.0,81,202.592836
12530.0,324,202.652964
4350.0,62,202.681302
9300.0,173,202.719474
3190.0,59,202.747926
4200.0,75,202.773893
4570.0,90,202.801539
6020.0,170,202.838695
2140.0,55,202.861973
2090.0,48,202.886372
14170.0,344,202.945485
3980.0,142,203.249615
4900.0,119,203.287084
4670.0,90,203.316885
2010.0,22,203.336415
2090.0,32,203.36229
8150.0,157,203.397432
1150.0,37,203.419856
3210.0,55,203.444358
2120.0,33,203.464426
5760.0,114,203.492834
7190.0,174,203.527711
10200.0,291,203.575431
5280.0,167,203.610464
6090.0,159,203.644549
3320.0,64,203.667895
7090.0,142,203.699979
8190.0,159,203.744997
1200.0,44,203.770189
3100.0,24,203.790915
2150.0,30,203.813077
2200.0,35,203.836419
3180.0,48,204.138051
5850.0,121,204.172114
5740.0,112,204.203107
6060.0,160,204.243978
13610.0,345,204.300207
1210.0,49,204.324086
3250.0,119,204.356094
8660.0,264,204.403045
3250.0,43,204.427429
2240.0,37,204.447153
13860.0,394,204.51033
7820.0,138,204.549312
2090.0,30,204.570428
11770.0,288,204.90587
6990.0,132,204.938778
4620.0,95,204.966739
2050.0,24,204.986193
2000.0,13,205.004327
5610.0,103,205.035122
2080.0,47,205.057049
920.0,34,205.077506
2090.0,22,205.098321
2150.0,40,205.11936
4210.0,48,205.141309
7060.0,175,205.178519
2070.0,80,205.20707
3280.0,60,205.229263
2120.0,29,205.249661
5680.0,100,205.278853
7300.0,159,205.313557
9480.0,217,205.355453
4730.0,118,205.386171
1990.0,20,205.403999
2220.0,37,205.426778
6910.0,166,205.461955
9460.0,181,205.501935
4870.0,104,205.794932
2420.0,103,205.826337
3130.0,31,205.845163
3890.0,147,205.880667
3080.0,40,205.902029
5560.0,122,205.937094
2130.0,26,205.959815
2050.0,28,205.982499
4470.0,164,206.015815
15750.0,357,206.071039
9250.0,196,206.110562
6900.0,125,206.140341
7170.0,156,206.172655
5940.0,172,206.207057
3150.0,33,206.225052
1960.0,25,206.246674
2020.0,21,206.266015
4760.0,97,206.295691
4600.0,85,206.324338
2220.0,67,206.347481
6530.0,86,206.636487
4300.0,61,206.663744
2180.0,31,206.685888
3300.0,78,206.715101
5430.0,99,206.742684
10750.0,255,206.785398
5960.0,174,206.823172
4510.0,104,206.851135
11650.0,230,206.893095
4500.0,69,206.916741
7780.0,349,206.968934
4820.0,111,206.996563
5940.0,126,207.027807
8990.0,176,207.061961
2070.0,42,207.084059
6030.0,139,207.372524
8420.0,198,207.409993
1950.0,10,207.425664
10230.0,352,207.483163
8200.0,152,207.513578
6990.0,184,207.546827
2850.0,27,207.56352
3410.0,55,207.586875
1930.0,34,207.606019
4920.0,175,207.639533
10390.0,183,207.6731
15610.0,407,207.730201
7970.0,191,207.767837
5570.0,111,208.051371
5920.0,132,208.081794
3180.0,34,208.099709
3610.0,97,208.128143
2250.0,66,208.149058
1940.0,29,208.165905
5660.0,102,208.195088
2110.0,24,208.211221
2250.0,40,208.232324
6400.0,73,208.2552
6910.0,158,208.285524
4770.0,134,208.313625
1130.0,31,208.330727
4600.0,99,208.357898
3150.0,43,208.376086
6090.0,225,208.416018
4660.0,115,208.442512
2170.0,34,208.459827
4440.0,65,208.488276
12390.0,320,208.536894
2220.0,123,208.819914
16200.0,530,208.893472
3820.0,114,208.928456
3480.0,90,208.958566
5770.0,131,208.989209
4720.0,107,209.014727
7060.0,151,209.044774
3280.0,46,209.06398
2230.0,42,209.086276
720.0,20,209.104229
2150.0,32,209.124455
8690.0,223,209.165128
5670.0,141,209.194993
2050.0,28,209.211693
4740.0,125,209.240916
7960.0,176,209.273886
6060.0,152,209.570315
6590.0,120,209.606737
7740.0,261,209.655317
3380.0,66,209.681529
7300.0,195,209.721671
2110.0,38,209.745557
8250.0,171,209.784764
1190.0,37,209.805594
3150.0,29,209.827625
2170.0,50,209.854501
3540.0,86,209.882646
2350.0,68,209.907048
2130.0,32,209.930659
3370.0,71,209.958841
3390.0,69,209.98438
2450.0,72,210.009058
710.0,27,210.030804
1120.0,26,210.054366
4340.0,97,210.083024
9700.0,217,210.127509
5640.0,108,210.157185
6430.0,225,210.508073
8050.0,159,210.54381
7150.0,204,210.58674
4690.0,110,210.615468
3480.0,78,210.640011
6770.0,126,210.673779
2060.0,33,210.694647
8100.0,166,210.728703
9540.0,203,210.769298
12320.0,321,210.820527
9340.0,175,210.860747
1080.0,32,210.88109
4750.0,120,210.911613
2060.0,31,210.933388
9080.0,201,210.975566
5700.0,102,211.276333
3490.0,117,211.306549
18490.0,455,211.371854
10110.0,298,211.421154
2060.0,43,211.442465
3140.0,30,211.462372
3780.0,106,211.492214
3250.0,77,211.517253
2170.0,32,211.543501
2090.0,68,211.573473
750.0,21,211.592741
2780.0,52,211.617639
2190.0,34,211.638199
6670.0,122,211.670707
7330.0,188,211.707908
5970.0,125,211.737736
5460.0,86,211.76268
710.0,21,211.781883
3730.0,101,212.086456
4400.0,85,212.116076
10310.0,229,212.160287
8150.0,209,212.199976
3880.0,116,212.238658
4430.0,70,212.264848
3280.0,64,212.289332
3530.0,79,212.315602
2200.0,33,212.336617
2100.0,43,212.362028
2020.0,39,212.387951
3400.0,64,212.41321
2110.0,26,212.436587
3190.0,39,212.45843
3390.0,57,212.483046
4850.0,114,212.516023
2100.0,41,212.539311
2150.0,34,212.559863
6070.0,135,212.593695
8450.0,217,212.635653
3290.0,51,212.661934
2090.0,26,212.68096
1220.0,36,212.701914
8060.0,166,212.738309
12000.0,283,213.06596
8150.0,237,213.110784
4670.0,124,213.142221
2080.0,71,213.167641
4690.0,94,213.195329
2230.0,50,213.218693
3490.0,91,213.246676
2370.0,54,213.269209
2200.0,45,213.290387
2530.0,78,213.315359
2050.0,28,213.335175
2110.0,42,213.359732
10360.0,208,213.399656
9710.0,252,213.450543
4820.0,105,213.481156
3740.0,150,213.514064
2090.0,66,213.541004
6010.0,129,213.855913
2050.0,24,213.877525
9160.0,240,213.926511
2060.0,19,213.94565
7730.0,139,213.979398
6220.0,162,214.016888
9730.0,246,214.063053
4220.0,61,214.088736
3360.0,58,214.112071
10090.0,167,214.148895
3200.0,72,214.173827
3050.0,33,214.193928
4720.0,117,214.223753
4630.0,130,214.254867
5280.0,66,214.280374
3250.0,51,214.30303
2050.0,24,214.322002
2110.0,26,214.341216
3140.0,34,214.362853
1890.0,38,214.383821
2010.0,18,214.402336
6730.0,104,214.42877
3040.0,100,214.456911
4630.0,130,214.757727
13340.0,294,214.811781
2190.0,34,214.836094
4590.0,78,214.863764
4890.0,150,214.897831
10740.0,246,214.942508
5630.0,183,214.980115
5020.0,145,215.013302
4610.0,90,215.040661
2100.0,27,215.059592
10380.0,178,215.095948
4670.0,104,215.1251
1230.0,39,215.146003
3260.0,46,215.16934
7090.0,156,215.203664
4190.0,36,215.224499
2100.0,25,215.244438
7870.0,149,215.277456
4490.0,84,215.577548
9750.0,262,215.624643
2040.0,19,215.644943
4490.0,72,215.673326
3190.0,57,215.695437
2100.0,29,215.715864
5750.0,99,215.742175
7940.0,160,215.776345
8990.0,144,215.808164
3130.0,59,215.832048
7060.0,161,215.864695
2100.0,67,215.888032
4160.0,39,215.90795
6380.0,87,215.934639
720.0,20,215.952109
7100.0,145,215.986698
4370.0,108,216.017488
4820.0,135,216.048519
3270.0,53,216.070921
2200.0,37,216.09296
720.0,20,216.111182
4680.0,135,216.141652
3380.0,72,216.168187
15060.0,373,216.493789
3160.0,52,216.516214
2190.0,40,216.538786
7410.0,166,216.574972
3100.0,26,216.595572
1080.0,34,216.61443
720.0,28,216.633748
2090.0,24,216.653309
2170.0,30,216.674697
3660.0,86,216.701843
3100.0,26,216.719647
2250.0,58,216.741086
4500.0,77,216.764053
7490.0,206,216.804915
4810.0,102,216.834443
6770.0,158,216.866359
10300.0,279,216.912721
10790.0,265,216.957647
2180.0,31,216.976414
12300.0,309,217.308086
3460.0,84,217.334021
4660.0,129,217.364065
10080.0,186,217.399827
5100.0,42,217.420772
2000.0,35,217.439474
4280.0,53,217.460736
2180.0,33,217.478126
7010.0,150,217.508299
9410.0,174,217.541202
11240.0,193,217.575984
8410.0,175,217.608697
4530.0,92,217.632761
2130.0,40,217.651134
2080.0,23,217.669476
4670.0,90,217.69605
4110.0,50,217.718161
8260.0,160,217.749541
2080.0,21,217.766283
6910.0,152,218.062043
8160.0,156,218.098887
10420.0,208,218.135553
3680.0,86,218.158765
2150.0,42,218.177019
5790.0,125,218.206735
4860.0,113,218.232798
14250.0,300,218.280385
4560.0,83,218.303572
9090.0,248,218.344018
2220.0,41,218.362466
9620.0,205,218.398243
9080.0,223,218.438404
11640.0,217,218.769722
6950.0,122,218.804864
6970.0,204,218.846882
3470.0,79,218.874883
3260.0,46,218.898954
10770.0,235,218.942264
8990.0,162,218.978379
8050.0,171,219.016016
4230.0,56,219.041845
6840.0,125,219.073935
4730.0,108,219.103832
4430.0,100,219.133423
1060.0,28,219.154213
3200.0,62,219.18059
3450.0,81,219.207053
2360.0,63,219.230706
5960.0,166,219.267285
2060.0,45,219.293295
4540.0,83,219.588994
3280.0,58,219.612825
2200.0,43,219.63253
10500.0,202,219.670899
6130.0,153,219.703243
2180.0,75,219.725865
2090.0,24,219.74533
4770.0,136,219.779834
4700.0,97,219.808851
2370.0,66,219.832073
3130.0,89,219.856785
3310.0,51,219.878345
7470.0,220,219.921852
7590.0,226,219.961812
3540.0,82,219.985944
1850.0,40,220.006036
9690.0,264,220.051051
5610.0,137,220.081684
3230.0,51,220.102315
1960.0,29,220.38955
2280.0,65,220.415717
8280.0,198,220.458544
4190.0,72,220.484463
2170.0,32,220.502952
13210.0,295,220.550482
8480.0,192,220.587652
9040.0,233,220.628314
10290.0,213,220.666799
3200.0,50,220.686662
10350.0,199,220.723088
2490.0,88,220.749269
10770.0,239,220.796241
3210.0,47,220.820035
5570.0,99,220.849053
4080.0,41,221.151733
3280.0,114,221.182571
9490.0,192,221.218738
2190.0,50,221.241469
3500.0,74,221.26551
2040.0,25,221.284229
3160.0,36,221.305149
9030.0,168,221.339376
1100.0,58,221.362085
5680.0,118,221.389873
3500.0,84,221.414711
3300.0,60,221.436482
4440.0,99,221.462201
2080.0,33,221.482535
2460.0,73,221.50618
1930.0,20,221.523272
10680.0,218,221.564652
4330.0,66,221.587221
4540.0,89,221.612248
15840.0,297,221.66001
720.0,20,221.676647
5660.0,114,221.708025
6810.0,136,221.99408
2140.0,29,222.013903
12320.0,307,222.065937
5270.0,65,222.093212
12950.0,279,222.138575
4740.0,93,222.165953
4750.0,96,222.190638
2220.0,35,222.208411
14780.0,345,222.261046
4410.0,90,222.285498
10190.0,268,222.329205
2150.0,28,222.354585
7960.0,249,222.400142
8570.0,205,222.708393
3710.0,107,222.740141
4300.0,59,222.762496
2030.0,26,222.783477
2260.0,41,222.806876
2280.0,53,222.831073
5720.0,104,222.857981
2140.0,29,222.880948
2200.0,37,222.903101
3800.0,96,222.929699
2090.0,34,222.950635
4530.0,72,222.978196
9860.0,255,223.023151
3620.0,92,223.049441
4430.0,60,223.073948
3620.0,134,223.103921
16600.0,329,223.157399
2060.0,35,223.180836
3420.0,94,223.211267
2040.0,31,223.230769
3450.0,65,223.255644
3060.0,26,223.27567
2310.0,116,223.305318
9510.0,208,223.609584
2110.0,34,223.631063
2450.0,86,223.661817
2220.0,37,223.681546
4720.0,133,223.716881
5800.0,140,223.752267
3690.0,95,223.779199
2200.0,49,223.800834
3320.0,64,223.82658
5700.0,90,223.853816
9750.0,224,223.89533
2110.0,28,223.91529
4560.0,99,223.946459
6510.0,231,223.988667
2070.0,24,224.008068
10350.0,278,224.053889
5610.0,87,224.081988
13540.0,330,224.40106
1100.0,36,224.42382
8170.0,165,224.461987
5830.0,145,224.495054
2040.0,23,224.513035
9560.0,211,224.564343
8490.0,219,224.606004
7150.0,172,224.642154
4830.0,126,224.674451
3230.0,41,224.698105
1970.0,48,224.724415
4870.0,110,224.75442
4510.0,80,224.780973
1900.0,21,224.798854
2100.0,25,224.816666
2090.0,24,224.838534
15410.0,275,224.8866
4170.0,34,224.907133
10050.0,266,225.220688
2260.0,47,225.245403
5530.0,115,225.27824
20670.0,475,225.345943
3490.0,103,225.374788
8760.0,243,225.420033
2100.0,39,225.441236
11040.0,288,225.492949
1210.0,45,225.515342
4660.0,89,225.544891
2110.0,24,225.564314
2000.0,23,225.585357
2150.0,34,225.605002
4360.0,79,225.630605
6780.0,171,225.664279
10710.0,229,225.970073
5720.0,102,226.001963
4510.0,70,226.027646
5750.0,105,226.055935
5560.0,90,226.083208
2130.0,30,226.106169
3300.0,72,226.130693
2370.0,60,226.154421
3250.0,77,226.179187
2420.0,77,226.203319
900.0,30,226.221202
6770.0,134,226.254306
2320.0,69,226.278699
2060.0,33,226.30042
5400.0,64,226.325653
6450.0,165,226.360952
4610.0,82,226.386032
11810.0,238,226.430897
2110.0,32,226.450756
1150.0,29,226.472791
7340.0,189,226.510426
3170.0,35,226.531434
4950.0,148,226.834477
1200.0,34,226.855126
4580.0,107,226.884702
5860.0,122,226.916087
6160.0,154,226.952068
29990.0,710,227.046973
9310.0,204,227.086602
3330.0,63,227.110277
8250.0,169,227.1447
1240.0,38,227.165051
10120.0,347,227.222454
2210.0,72,227.246674
2060.0,21,227.264073
10990.0,259,227.572939
6100.0,144,227.605137
1790.0,36,227.624728
15630.0,399,227.681497
5820.0,118,227.709592
2080.0,25,227.726538
4820.0,97,227.753501
5890.0,169,227.785854
3450.0,83,227.808777
6030.0,129,227.837893
4640.0,87,227.863007
7930.0,157,227.89496
2070.0,58,227.915631
8640.0,224,227.953467
9580.0,189,228.246918
6950.0,184,228.283702
6870.0,148,228.316368
6580.0,87,228.341424
4420.0,63,228.362739
3360.0,82,228.388471
4500.0,85,228.411653
4790.0,104,228.436829
8620.0,190,228.471116
2070.0,26,228.490613
12590.0,356,228.544822
4490.0,102,228.569937
7210.0,176,228.602699
6300.0,200,228.638536
5490.0,71,228.661798
8010.0,234,228.960129
7940.0,194,228.997772
2380.0,55,229.018537
11400.0,219,229.055787
3600.0,76,229.078188
4330.0,62,229.09868
4790.0,98,229.12338
2190.0,32,229.141079
5600.0,106,229.168954
2080.0,23,229.186545
720.0,20,229.207348
4640.0,93,229.239949
8560.0,210,229.277181
2120.0,33,229.294842
2090.0,108,229.320939
720.0,20,229.33697
2330.0,86,229.365804
7210.0,164,229.397295
11720.0,275,229.699356
13190.0,275,229.748791
4290.0,54,229.769486
7140.0,151,229.799793
5180.0,139,229.83205
2060.0,19,229.848353
4510.0,86,229.874369
